abonent =>  predplatiteľ
dekoratívny =>  ozdobný
hravý =>  šantivý
humorný =>  komický
humorný =>  smiešny
humorný =>  vtipný
humorný =>  žartovný
radujúci sa =>  tešiaci sa
radujúci sa =>  veselý
oddelene =>  osobitne
oddelene =>  samostatne
oddelene =>  separovane
oddelene =>  zvlášť
flexibilný =>  prispôsobivý
flexibilný =>  pružný
flexibilný =>  škálovateľný
benefit =>  prínos
benefit =>  úžitok
kasting =>  konkurz
kasting =>  výber
hustilka =>  pumpa
hustilka =>  pumpička
milosrdenstvo =>  zľutovanie
odpad =>  smeť
septik =>  žumpa
mať =>  obsahovať
mať =>  zahŕňať
implikovať =>  obsiahnuť
implikovať =>  zahrnúť
dočkať =>  pozhovieť
dočkať =>  počkať
dočkať =>  vyčkať
bezchybne =>  dokonale
bezchybne =>  perfektne
bezchybne =>  plynne
bezchybne =>  výborne
darovať =>  dať
darovať =>  obecať
darovať =>  podarovať
darovať =>  venovať
sústruh =>  točovka
pevnina =>  súš
pevnina =>  zem
klerika =>  reverenda
klerika =>  sutana
rovesník =>  súčasník
rovesník =>  vrstovník
družina =>  sprievod
družina =>  suita
hraničiť =>  susediť
maloletý =>  nedorastený
maloletý =>  nedospelý
maloletý =>  nezrelý
chaos =>  kalamita
chaos =>  nešťastie
chaos =>  pohroma
chaos =>  zmätok
bosorka =>  ježibaba
bosorka =>  striga
bosorka =>  čarodejnica
bytosť =>  indivíduum
bytosť =>  jedinec
bytosť =>  jednotlivec
bytosť =>  osoba
katan =>  mučiteľ
katan =>  trýzniteľ
katan =>  tyran
katan =>  ukrutník
kľavý =>  meravý
kľavý =>  neohybný
kľavý =>  stŕpnutý
kľavý =>  zmeravený
dymiť =>  kadiť
dymiť =>  čadiť
dymiť =>  čmudiť
kalich =>  pohár
kalich =>  čaša
bedár =>  kalika
bedár =>  mrzák
bedár =>  úbožiak
bedár =>  žobrák
kaligrafia =>  krasopis
fundamentálny =>  hlavný
fundamentálny =>  kardinálny
fundamentálny =>  kľúčový
fundamentálny =>  podstatný
fundamentálny =>  základný
lós =>  tiket
lós =>  žreb
granit =>  žula
denník =>  magazín
denník =>  noviny
denník =>  periodikum
denník =>  časopis
denník =>  žurnál
biografia =>  životopis
artista =>  žonglér
krmivo =>  pokrm
krmivo =>  žranica
kosec =>  žnec
mech =>  vrece
mech =>  žoch
uhoľ =>  žúžoľ
dôležitý =>  kritický
dôležitý =>  osudný
dôležitý =>  rozhodujúci
dôležitý =>  vážny
dôležitý =>  závažný
dôležitý =>  životný
brusliak =>  prusliak
brusliak =>  vesta
brusliak =>  živôtik
energický =>  intenzívny
biedny =>  chatrný
biedny =>  mizerný
biedny =>  naničhodný
biedny =>  nepodarený
biedny =>  psotný
biedny =>  psovský
biedny =>  psí
biedny =>  zlý
biedny =>  úbohy
biedny =>  žobrácky
nenásytník =>  pahltník
nenásytník =>  pažravec
nenásytník =>  žráč
modlikať =>  prosiť
modlikať =>  prosíkať
modlikať =>  pýtať
modlikať =>  žobrať
blahosklonný =>  dobromyseľný
blahosklonný =>  vľúdny
blahosklonný =>  zhovievavý
blahosklonný =>  žoviálny
lákavý =>  mámivý
lákavý =>  príťažlivý
lákavý =>  pôvabný
lákavý =>  pútavý
lákavý =>  sugestívny
lákavý =>  vábivý
lákavý =>  vábny
lákavý =>  zvodný
priať =>  vinšovať
priať =>  želať
priať =>  žičiť
prianie =>  túžba
prianie =>  vinš
prianie =>  želanie
prianie =>  žiadosť
email =>  farba
email =>  náter
e-mail =>  elektronická pošta
e-mail =>  email
e-mail =>  mail
e-mail =>  mejl
mlčanlivý =>  nehlučný
mlčanlivý =>  nemý
mlčanlivý =>  tichý
hlásenie =>  raport
hlásenie =>  report
hlásenie =>  správa
hlásenie =>  výkaz
hlásenie =>  zostava
citovať =>  uviesť
anatómia =>  konštrukcia
anatómia =>  stavba
opovržlivo =>  pohrdlivo
sporák =>  varič
premietačka =>  projektor
nádej =>  viera
bankovka =>  hotovosť
bankovka =>  minca
bankovka =>  peniaz
bankovka =>  peniaze
obločnica =>  okenica
horizont =>  obzor
odchod =>  odjazd
dávno =>  od nepamäti
dávno =>  oddávna
dávno =>  odjakživa
dávno =>  odvždy
odolný =>  otužilý
odolný =>  vzdorujúci
chvastavý =>  neskromný
chvastavý =>  náročný
chvastavý =>  povýšený
chvastavý =>  požadovačný
chvastavý =>  pyšný
chvastavý =>  vystatovačný
nehatený =>  nerušený
nehatený =>  voľný
hojne =>  mnoho ráz
hojne =>  mnohokrát
hojne =>  neraz
hojne =>  veľa ráz
hojne =>  veľakrát
hojne =>  zavše
hojne =>  často
mrzkosť =>  necnosť
mrzkosť =>  neresť
mrzkosť =>  zlozvyk
nepozorný =>  nesústredený
nepozorný =>  nevšímavý
nepozorný =>  roztržitý
neoblomný =>  nepoddajný
neoblomný =>  nepodkupný
neoblomný =>  nezlomný
neoblomný =>  neúprosný
neoblomný =>  neústupný
neoblomný =>  neústupčivý
neoblomný =>  tvrdohlavý
absolútny =>  infinitezimálny
absolútny =>  neobmedzený
absolútny =>  neohraničený
absolútny =>  nezávislý
absolútny =>  samostatný
absolútny =>  úplný
mimoriadny =>  neobvyklý
mimoriadny =>  neobyčajný
mimoriadny =>  nevídaný
mimoriadny =>  nevšedný
mimoriadny =>  nezvyklý
mimoriadny =>  nezvyčajný
mimoriadny =>  nečakaný
mimoriadny =>  výnimočný
mimoriadny =>  zriedkavý
mimoriadny =>  zvláštny
krásny =>  mocný
krásny =>  neodolateľný
krásny =>  pôsobivý
neodvratiteľný =>  neodvratný
neodvratiteľný =>  nevyhnutný
hrubý =>  nemotorný
hrubý =>  neobratný
hrubý =>  neogabaný
hrubý =>  neohrabaný
hrubý =>  neokresaný
hrubý =>  neokrôchaný
hrubý =>  neotesaný
hrubý =>  neuhladený
monument =>  pamätník
monument =>  pomník
krušiť =>  mordovať
krušiť =>  moriť
krušiť =>  mučiť
krušiť =>  ničiť
krušiť =>  sužovať
krušiť =>  trápiť
krušiť =>  trýzniť
krušiť =>  týrať
krušiť =>  umárať
krušiť =>  zožierať
chaos =>  galimatiáš
chaos =>  haravara
chaos =>  hurhaj
chaos =>  motanica
chaos =>  motanina
chaos =>  mrvenica
chaos =>  tlačenica
chaos =>  trma-vrma
chaos =>  virvar
chaos =>  zmätok
mdloby =>  mrákoty
mdloby =>  ťažoba
krčiť =>  mraštiť
krčiť =>  mrštiť
krčiť =>  vraštiť
mrcha =>  mrcina
mrcha =>  mršina
mrcha =>  zdochlina
miasť =>  mýliť
miasť =>  pliesť
miasť =>  zavádzať
chyba =>  mýlka
chyba =>  nedopatrenie
chyba =>  nedorozumenie
chyba =>  omyl
kalný =>  mútny
kalný =>  nečistý
kalný =>  zakalený
kalný =>  špinavý
martýr =>  mučeník
martýr =>  trpiteľ
desiť =>  mátať
desiť =>  mátožiť
desiť =>  plašiť
desiť =>  strašiť
desiť =>  ľakať
memoáre =>  pamäti
fuga =>  medzera
fuga =>  škára
fuga =>  štrbina
medzitým =>  zatiaľ
megalománia =>  slávybažnosť
megalománia =>  velikášstvo
kalkulácia =>  počítanie
kalkulácia =>  rozpočet
kalkulácia =>  rátanie
kalkulácia =>  výpočet
radiácia =>  žiara
radiácia =>  žiarenie
svit =>  žiara
bezradný =>  neistý
bezradný =>  v rozpakoch
bezradný =>  zmätený
motivujúci =>  povzbudzujúci
motivujúci =>  stimulujúci
motivovať =>  podnecovať
motivovať =>  poháňať
motivovať =>  povzbudiť
motivovať =>  povzbudzovať
motivovať =>  stimulovať
harmónia =>  pochopenie
harmónia =>  porozumenie
kvartálny =>  štvrťročný
kvartálne =>  štvrťročne
počiatok =>  spustenie
počiatok =>  zahájenie
počiatok =>  začiatok
počiatok =>  štart
posluhovať =>  služiť
karhať =>  napomínať
disponovať =>  mať
disponovať =>  vlastniť
majúci =>  vlastniaci
lahodný =>  príjemný
lahodný =>  ľúbezný
najsamprv =>  najskôr
dovolenka =>  prázdniny
dovolenka =>  rekreácia
dovolenka =>  sviatok
dovolenka =>  voľno
dovolenka =>  voľný čas
akceptovanie =>  akceptácia
akceptovanie =>  prijatie
akceptovanie =>  prijímanie
vlajka =>  zástava
vlajka =>  štandarda
bodovať =>  skórovať
neuvážene =>  náhle
neuvážene =>  náhlo
neuvážene =>  unáhlene
neuvážene =>  zbrklo
neuvážený =>  náhly
neuvážený =>  unáhlený
neuvážený =>  zbrklý
nepružný =>  rigidný
nepružný =>  strnulý
nekompromisný =>  prísny
servis =>  služba
servis =>  údržba
meranie =>  monitorovanie
meranie =>  sledovanie
plánovaný =>  projektovaný
dať návrh =>  navrhnúť
dať návrh =>  predložiť
nevyhnutný =>  nútený
nevyhnutný =>  obligatórny
nevyhnutný =>  obligátny
nevyhnutný =>  povinný
nevyhnutný =>  záväzný
predčíslie =>  prefix
predpona =>  prefix
beneficient =>  príjemca peňazí
eventualita =>  kontingencia
eventualita =>  náhoda
eventualita =>  náhodilosť
pozastavenie =>  suspendovanie
predbiehať =>  predchádzať
predbiehanie =>  predchádzanie
horný =>  vrchný
riadiaci =>  správny
korešpondujúci =>  príslušný
korešpondujúci =>  zodpovedajúci
podplatený =>  zapredaný
chyža =>  izba
kanonizovať =>  vysvätiť
nárokovať =>  požadovať
bez prípravy =>  nepripravene
bez prípravy =>  spontánne
obdobne =>  podobne
kvalifikácia =>  predpoklad
kvalifikácia =>  schopnosť
kvalifikácia =>  spôsobilosť
označiť =>  stanoviť
označiť =>  vymedziť
potlačiť =>  stlmiť
potlačiť =>  stíšiť
potlačiť =>  uhasiť
front =>  kolóna
front =>  rad
front =>  zástup
front =>  šík
archaický =>  neaktuálny
archaický =>  nemoderný
archaický =>  nepoužívaný
archaický =>  obsoletný
archaický =>  prekonaný
archaický =>  zastaralý
efektivita =>  výkonnosť
efektivita =>  účinnosť
efektívny =>  výkonný
efektívny =>  účinný
blízky =>  dôverný
blízky =>  intímny
blízky =>  osobný
diskrétny =>  dôverný
diskrétny =>  tajný
múr =>  stena
adaptácia =>  adjustácia
adaptácia =>  akomodácia
adaptácia =>  prispôsobenie
adaptácia =>  úprava
automaticky =>  samočinne
automatizovane =>  strojovo
kmitanie =>  vibrovanie
kmitanie =>  vlnenie
držiak =>  stojan
extrémista =>  radikál
kult =>  sekta
dráha =>  trať
okúzľujúci =>  očarujúci
okúzľujúci =>  úchvatný
nespracovaný =>  surový
potvrdiť =>  uistiť
neskôr =>  potom
všetko =>  čokoľvek
nabrať =>  načrieť
Pascha =>  Veľká noc
premrhať =>  rozhajdákať
premrhať =>  rozhádzať
rozpamätať =>  rozpomenúť
civil =>  nevojak
chyba =>  vada
hádka =>  vada
dôvod =>  pohnútka
dôvod =>  príčina
nerušenosť =>  pohoda
nerušenosť =>  pokoj
nerušenosť =>  spokojnosť
stádo =>  črieda
git =>  tmel
forma =>  tvar
herpes =>  opar
hintov =>  koč
otras =>  šok
pokračovať =>  vyvíjať sa
prekypujúci =>  preplnený
prekypujúci =>  pretekajúci
pretekajúci =>  závodiaci
obvyklý =>  regulárny
opakujúci sa =>  periodický
opakujúci sa =>  pravidelný
bežný =>  normálny
bežný =>  obyčajný
bežný =>  ordinárny
bežný =>  radový
bežný =>  zvyčajný
odboj =>  odpor
odboj =>  rebélia
odhaliť =>  osvetliť
odhaliť =>  prezradiť
odhaliť =>  vyjaviť
odhaliť =>  vyzradiť
odhaliť =>  zverejniť
rečníctvo =>  rétorika
krádež =>  lúpež
krádež =>  zlodejčina
kríž =>  mučenie
kríž =>  utrpenie
krucifix =>  kríž
krútiť =>  otáčať
krútiť =>  rotovať
krútiť =>  točiť
drsný =>  hrubý
drsný =>  neotesaný
realizovateľnosť =>  splniteľnosť
realizovateľnosť =>  uskutočniteľnosť
použiteľný =>  reálny
použiteľný =>  splniteľný
použiteľný =>  uskutočniteľný
použiteľný =>  vykonateľný
býk =>  junec
býček =>  junček
mandatórny =>  mandátny
mandatórny =>  nariadený
mandatórny =>  obligátny
mandatórny =>  povinný
mandatórny =>  záväzný
kraj =>  oblasť
primátor =>  starosta
poddajnosť =>  submisívnosť
domobrana =>  milícia
ortodoxný =>  pravoverný
nezdĺhavý =>  stručný
nezdĺhavý =>  zhustený
predtým =>  prv
predtým =>  skôr
satisfakcia =>  zadosťučinenie
génius =>  talent
divízia =>  odbor
divízia =>  oddiel
divízia =>  sekcia
divízia =>  časť
mierka =>  stupnica
pokojný =>  rozvážny
pokojný =>  tichý
jednoduchý =>  nevzdelaný
jednoduchý =>  prostý
miesto =>  poloha
miesto =>  umiestnenie
vyhľadávaný =>  žiaduci
hláskovať =>  slabikovať
vzlietnutie =>  vzostup
anuloid =>  prstenec
anuloid =>  torus
priehľadnosť =>  transparentnosť
prenášať =>  vysielať
banálny =>  nevýznamný
banálny =>  triviálny
dozadu =>  späť
opustenie =>  zanechanie
smútiť =>  žalostiť
smútiť =>  žialiť
oddýchnutý =>  odpočinutý
cieľ =>  terč
význam =>  zmysel
kondenzovaný =>  zhustený
autorizácia =>  mandát
publikovať =>  vydať
diel =>  dielec
diel =>  komponent
diel =>  súčasť
diel =>  súčiastka
dres =>  livrej
dres =>  rovnošata
dres =>  uniforma
dres =>  úbor
budova =>  nehnuteľnosť
absencia =>  neprítomnosť
agát =>  akácia
hypotetický =>  teoretický
akademický =>  univerzitný
akademický =>  vysokoškolský
diaľka =>  vzdialenosť
dýka =>  kord
dýka =>  meč
mrazivo =>  zmrzka
mrazivo =>  zmrzlina
záhlavie =>  zátylok
akreditovať =>  uznať
obviňovať =>  viniť
jednotný =>  paušálny
besiedka =>  posedenie
pykať =>  trpieť
pykať =>  znášať trest
húžvať =>  krčiť
húžvať =>  mädliť
húžvať =>  stláčať
húžvať =>  stískať
húžvať =>  žmoliť
nafackať =>  vyfackať
nafackať =>  vyfliaskať
nafackať =>  vyzauškovať
prúdiaci vzduch =>  vietor
omamný =>  opojný
ako =>  sťa
bezodkladne =>  hneď
bezodkladne =>  ihneď
bezodkladne =>  okamžite
bezodkladne =>  teraz
bezodkladne =>  zaraz
fortieľ =>  obratnosť
fortieľ =>  zručnosť
fortieľ =>  šikovnosť
myseľ =>  rozum
myseľ =>  um
poklad =>  skvost
asistent =>  sekretárka
pracovník =>  robotník
pracovník =>  zamestnanec
motocykel =>  motorka
menšina =>  minorita
cverna =>  niť
ulcerózny =>  vredovitý
ulcerózny =>  vredový
hrubé črevo =>  kolón
análny =>  ritný
konečník =>  rektum
pankreas =>  podžalúdková žľaza
duodenum =>  dvanástorník
duodenum =>  tenké črevo
hádka =>  roztržka
hádka =>  šarvátka
oblok =>  okno
fosforeskujúci =>  svetielkujúci
blud =>  falošné učenie
blud =>  heréza
blud =>  kacírstvo
palatum =>  podnebie
hrad =>  kaštieľ
hrad =>  palác
hrad =>  pevnosť
hrad =>  sídlo
hrad =>  zámok
marža =>  prirážka
marža =>  zisk
azbuka =>  cyrilika
huncút =>  nezbedník
huncút =>  viťúz
kontinent =>  svetadiel
baktéria =>  infekcia
baktéria =>  plieseň
baktéria =>  vírus
menu =>  podmenu
menu =>  ponuka
deskripcia =>  opis
deskripcia =>  popis
retardovaný =>  spomalený
byť tvorený =>  pozostávať
byť tvorený =>  skladať sa
bandurka =>  krumpľa
bandurka =>  zemiak
textil =>  textília
textil =>  tkanina
koža =>  pokožka
aktivita =>  činnosť
pohyb =>  ruch
pohyb =>  zhon
hemženie =>  mihanie
forma =>  spôsob
editovanie =>  upravovanie
saturácia =>  sýtosť
sopka =>  vulkán
nahradiť =>  zameniť
hanbiť sa =>  ostýchať sa
hanbiť sa =>  pýriť sa
hanbiť sa =>  červenať sa
krajina =>  zem
krajina =>  štát
dňom a nocou =>  konštantne
dňom a nocou =>  nepretržite
dňom a nocou =>  stále
dňom a nocou =>  trvale
chváliť =>  zvelebovať
páčiť sa =>  ľúbiť sa
div =>  zázrak
nepriateľ =>  protivník
dopriať =>  umožniť
oddať sa =>  odovzdať sa
hárok =>  hárček
hárok =>  list
hádherný =>  veľkolepý
hádherný =>  znamenitý
barak =>  búda
barak =>  chajda
barak =>  chatrč
bečka =>  bočka
bečka =>  dieža
bečka =>  súdok
behom =>  cez
behom =>  kým
behom =>  počas
behom =>  v priebehu
behom =>  za
azylant =>  utečenec
behom =>  bežiačky
behom =>  bežkom
bengál =>  hurhaj
vystrájať =>  vyčíňať
bláznovstvo =>  hlúposť
bláznovstvo =>  konina
bláznovstvo =>  kravina
bláznovstvo =>  nezmysel
bláznovstvo =>  somarina
naivita =>  nerozumnosť
boriť =>  rúcať
caviky =>  ceremónie
caviky =>  drahoty
caviky =>  okolky
viac ako =>  vyše
džgať =>  pchať
džgať =>  tlačiť
franforce =>  zdrapy
strapatiť =>  čuchrať
cupkať =>  drobčiť
rezký =>  vrtký
rezký =>  šikovný
veko =>  vrchnák
hrozne =>  ohromne
hrozne =>  strašne
hrozne =>  veľmi
sčasti =>  čiastočne
nečudo =>  nie div
dohadzovať =>  sprostredkovať
chytiť =>  dolapiť
karta =>  lístok
dorastený =>  odrastený
platňa =>  tabuľa
ničiaci =>  trhajúci
drobivý =>  melivý
evidovať =>  mať
evidovať =>  viesť v evidencií
hrýb =>  huba
huba =>  hubka
huba =>  špongia
bezchybný =>  dokonalý
bezchybný =>  perfektný
prebudiť =>  zobudiť
chovanie =>  správanie
chovanie =>  vystupovanie
dozvedieť sa =>  zistiť
pozdravovať =>  volať na slávu
nedôvera =>  pochybnosť
nedôvera =>  pochybovanie
nedôvera =>  váhanie
dávať prednosť =>  mať radšej
dávať prednosť =>  preferovať
zmenšiť =>  zmierniť
zmenšiť =>  znížiť
zmenšiť =>  zredukovať
extravagantný =>  výstredný
excentrik =>  výstredný človek
zamorený =>  znečistený
bistro =>  kaviareň
nenásilný =>  pokojný
animálny =>  zvierací
animálny =>  živočíšny
rojko =>  romantik
mimozemšťan =>  návštevník z vesmíru
mimozemšťan =>  votrelec
kemp =>  tábor
kemp =>  táborisko
kričať =>  volať
demonštrácia =>  manifestácia
demonštrácia =>  ukážka
demonštrácia =>  vystúpenie
menejcenný =>  podradný
prejav =>  preslov
prejav =>  príhovor
prejav =>  reč
jazyk =>  reč
hovor =>  rozhovor
nežid =>  pohan
nábožný =>  pobožný
majster =>  víťaz
majster =>  šampión
predseda =>  šéf
expert =>  konzultant
expert =>  poradca
vychádzať =>  znášať sa
rúči =>  skúsený
rúči =>  zručný
rúči =>  šikovný
nanič =>  neužitočný
nanič =>  zbytočný
hovoriť =>  prednášať
dostať sa =>  vyviaznuť
cieľ =>  zámer
cieľ =>  účel
chrbticový =>  spinálny
handicapovaný =>  hendikepovaný
handicapovaný =>  invalidný
handicapovaný =>  postihnutý
stretnúť sa =>  zísť sa
náhle =>  zrazu
angažmá =>  zmluva
oslava =>  pijatika
oslava =>  párty
oslava =>  slávnosť
oslava =>  zábava
dôchodok =>  penzia
bohoslužba =>  omša
bohoslužba =>  pobožnosť
akonáhle =>  hneď ako
akonáhle =>  len čo
zhodiť =>  zvaliť
etnický =>  národnostný
nalíčiť =>  namaľovať
cesta =>  trasa
míňať =>  utrácať
problém =>  starosť
problém =>  trápenie
sebaistý =>  suverénny
energický =>  rázny
pokročilý =>  vyspelý
pokročilý =>  zdokonalený
ohromený =>  udivený
ohromujúci =>  prekvapujúci
ohromujúci =>  udivujúci
ohromujúci =>  úžasný
kopírka =>  xerox
mimoriadne =>  neobyčajne
hodiť =>  vrhnúť
genetický =>  génový
celosvetový =>  globálny
guvernér =>  miestodržiteľ
usadiť sa =>  usídliť sa
osada =>  usadlosť
okrajová časť =>  predmestie
založiť =>  zriadiť
mnohonárodnostný =>  multikultúrny
teleskop =>  ďalekohľad
jasnosť =>  zrozumiteľnosť
kryha =>  ľadovec
vzácny =>  zriedkavý
jedinečný =>  unikátny
interpretácia =>  predstavenie
interpretácia =>  vystúpenie
interpret =>  účinkujúci
slabý =>  zlý
matný =>  mdlý
matný =>  nevýrazný
budova =>  dom
budova =>  stavba
nehnuteľnosť =>  pozemok
prejsť =>  zraziť
pivnica =>  suterén
neopatrný =>  nepozorný
veraje =>  zárubňa
nebeská báň =>  nebeská klenba
nebeská báň =>  nebeská kupola
administrátor =>  správca
administrátor =>  superpoužívateľ
aj keď =>  hoci
fíro =>  majster
fíro =>  rušňovodič
fíro =>  strojvodca
sekt =>  sýtené víno
sekt =>  šampanské
sekt =>  šumivé víno
balanc =>  equilibrium
balanc =>  parita
balanc =>  rovnováha
manažovať =>  riadiť
manažovať =>  spravovať
beatifikácia =>  blahorečenie
beatifikácia =>  glorifikácia
beatifikácia =>  kanonizácia
beatifikácia =>  svätorečenie
bez práce =>  nepracujúci
bez práce =>  nezamestnaný
macocha =>  nevlastná matka
matica =>  matka
drez =>  umývadlo
drez =>  výlevka
poctivo =>  čestne
nadváha =>  obezita
nadváha =>  telnatosť
nadváha =>  tučnota
tlsťoch =>  tučko
tlsťoch =>  tučniak
tlsťoch =>  tučný človek
ciciak =>  sací piest
ciciak =>  sosák
chlapček =>  dieťa
chlapček =>  potomok
dievčatko =>  dieťa
dievčatko =>  potomok
detailný =>  podrobný
inicializovať =>  spustiť
inicializovať =>  začať
inicializovať =>  štartovať
popcorn =>  popkorn
popcorn =>  pukance
doprava =>  preprava
doprava =>  transport
apa =>  apo
apa =>  foter
apa =>  oco
apa =>  otec
apa =>  otecko
apa =>  rodič
apa =>  tatko
apa =>  tato
uctievať =>  zbožňovať
aerodróm =>  letisko
krivka =>  linka
krivka =>  línia
krivka =>  priamka
krivka =>  čiara
múza =>  nápad
múza =>  podnet
múza =>  vnuknutie
cnostný =>  etický
cnostný =>  morálny
cnostný =>  mravný
cnostný =>  počestný
kozmický =>  svetový
kozmický =>  vesmírny
sprofanovať =>  znesvätiť
sprofanovať =>  zneuctiť
apatieka =>  apatika
apatieka =>  lekáreň
vzdať sa =>  zrieknuť sa
rozkolník =>  schizmatik
spolupôsobiaci =>  synergický
spolupôsobiaci =>  súčinný
bezcennosť =>  cetka
bezcennosť =>  okrasa
bezcennosť =>  ozdoba
bezcennosť =>  ozdôbka
bezcennosť =>  serepetička
bezcennosť =>  taľafatka
bezcennosť =>  čačka
fakľa =>  lúč
fakľa =>  pochodeň
chudák =>  darebák
chudák =>  mizerák
chudák =>  naničhodník
chudák =>  úbožiak
mienka =>  názor
mienka =>  presvedčenie
mienka =>  úsudok
norma =>  predpis
krédo =>  presvedčenie
krédo =>  zásada
rozhodnúť =>  vybrať
rozhodnúť =>  vyvoliť
rozhodnúť =>  zvoliť
byť zvedavý =>  zaujímať
byť zvedavý =>  čudovať
evaluácia =>  hodnotenie
neúrekom =>  veľa
splynutie =>  spojenie
splynutie =>  zjednotenie
penále =>  pokuta
penále =>  sankcia
hrozba =>  vyhrážka
inštrument =>  nástoj
hlásať =>  prehlásiť
hlásať =>  proklamovať
konzumovaný =>  zjedený
jesť =>  konzumovať
jesť =>  tráviť
objasnenie =>  vysvetlenie
objasnenie =>  výklad
adresovať =>  obrátiť sa na
adresovať =>  osloviť
akýkoľvek =>  arbitrárny
akýkoľvek =>  svojvoľný
akýkoľvek =>  ľubovolný
blasfémia =>  rúhanie
exodus =>  únik
odmietnutie =>  zamietnutie
opisovať =>  popisovať
opisovať =>  vysvetľovať
mánia =>  posadnutosť
mánia =>  vášeň
dokázať =>  zmôcť sa
ekvivalentný =>  rovnocenný
pastier =>  pasák
pruh =>  pás
fakt =>  pravda
fakt =>  skutočnosť
minule =>  naposledy
minule =>  nedávno
možnosť rozšírenia =>  rozšíriteľnosť
možnosť rozšírenia =>  škálovateľnosť
alokovať =>  rezervovať
alokovať =>  vyhradiť miesto
abdikácia =>  odstúpenie z úradu
oddeľovanie =>  rozdeľovanie
oddeľovanie =>  segregácia
oddeľovanie =>  separácia
ochranca =>  poručník
ochranca =>  tútor
ochranca =>  zástanca
skupina =>  syndikát
skupina =>  združenie
skupina =>  zoskupenie
dopytovaný =>  dotazovaný
dopytovaný =>  opytovaný
dopytovaný =>  respondent
dopytovaný =>  účastník ankety
decko =>  dieťa
decko =>  drobec
sanovať =>  zachraňovať
nariadiť =>  uložiť
jednotný =>  uniformný
kopa =>  stoh
komodita =>  tovar
vybavenie =>  výbava
vybavenie =>  zariadenie
hľadieť =>  pozerať
kolonáda =>  stĺporadie
obložiť =>  pokryť
hrana =>  okraj
karmínový =>  rubínový
karmínový =>  červený
karmínový =>  šarlátový
nadprirodzený =>  supernaturálny
autorizovaný =>  schválený
prednosť =>  priorita
inšpekcia =>  kontrola
asistencia =>  pomoc
presne vymedzený =>  taxatívny
presne vymedzený =>  úplný
bezplatne =>  bezúplatne
bezplatne =>  zadarmo
bezplatne =>  zdarma
mať rád =>  milovať
mať rád =>  ľúbiť
napadnúť =>  zaútočiť
chlipný =>  perverzný
chlipný =>  zvrhlý
chlipný =>  zvrátený
antagonický =>  nepriateľský
antagonický =>  nezmieriteľný
nepopierateľný =>  nevyvrátiteľný
nevratný =>  nezvratný
rogalo =>  závesný klzák
pranier =>  stĺp hanby
paranoja =>  stihoman
hrôzovláda =>  teror
debata =>  diskusia
debata =>  jednanie
debata =>  rokovanie
debata =>  rozprava
sústrediť sa =>  zacieliť sa
sústrediť sa =>  zamerať sa
deskriptívny =>  opisný
preskriptívny =>  rozkazovací
ošípaná =>  prasa
ošípaná =>  prasnica
ošípaná =>  sviňa
chrániť =>  ochraňovať
chrániť =>  strážiť
nadávať =>  urážať
očistiť =>  utrieť
doberať si =>  uťahovať si
dodržať =>  zachovať
opätovné využitie =>  recyklácia
antikoro =>  nerez
postup (výrobný) =>  procedúra
postup (výrobný) =>  technológia
postupne =>  priebežne
dozorci =>  stráže
a priori =>  nezávisle od skúsenosti
budiaci dojem =>  impresívny
desiata =>  olovrant
myslieť =>  páliť
nekomfort =>  nepohodlie
bezohľadný =>  neohľaduplný
list =>  strana
dopis =>  list
amortizovať =>  odpisovať
predvídať =>  prognózovať
hriankovač =>  toastovač
bisie =>  perkusie
ping pong =>  stolný tenis
dláto =>  rydlo
celer =>  zeler
demokracia =>  vláda ľudu
záloha =>  záruka
manažment =>  spravovanie
manažment =>  správa
hasič =>  požiarnik
nekonečný =>  nesmierny
nekonečný =>  ohromný
kauzalita =>  podmienenosť
mesiáš =>  spasiteľ
komunita =>  spoločenstvo
liga =>  zväz
liga =>  únia
družstvo =>  kolektív
družstvo =>  mužstvo
družstvo =>  skupina
družstvo =>  tím
hlásať =>  kázať
hlásať =>  zvestovať
eskamotér =>  kúzelník
eskamotér =>  mág
eskamotér =>  čarodejník
koniec =>  ukončenie
koniec =>  zakončenie
koniec =>  zánik
koniec =>  záver
komprimácia =>  zhustenie
kazeta =>  zásobník
implicitný =>  prednastavený
implicitný =>  východzí
implicitný =>  štandardný
hustota =>  intenzita
erotika =>  pôžitkárstvo
erotika =>  zmyselnosť
kráľovič =>  princ
atraktivita =>  príťažlivosť
mier =>  pokoj
modlitba =>  prosba
boj =>  vojna
dejepis =>  histografia
kongres =>  podujatie
kongres =>  zhromaždenie
kongres =>  zjazd
akcia =>  podujatie
festival =>  prehliadka
internetová stránka =>  web
internetová stránka =>  web stránka
náučný =>  odborný
náučný =>  učený
náučný =>  vedecký
barbarský =>  necivilizovaný
civilizovaný =>  vzdelaný
oblečený =>  odetý
holý =>  nezakrytý
kognitívny =>  poznávací
nepresný =>  približný
archa =>  koráb
hranica =>  rozmedzie
reprezentácia =>  zastúpenie
cenník =>  sadzobník
jazykovedný =>  lingvistický
hurka =>  jaternica
krysa =>  potkan
párty =>  večierok
lampión =>  laterna
kornút =>  kužeľ
dizajn =>  návrh
dizajnér =>  návrhár
akurát =>  dosť
elita =>  špička
určený =>  uvedený
určený =>  špecifikovaný
levituje =>  lieta
levituje =>  vznáša sa
pohyb =>  telekinetika
pohyb =>  vznášanie
